userId,reviewNo,rating,movieId
zard,11867396,10,130989
zard,11831454,8,133057
zard,11683006,1,132610
zard,11623422,1,146548
zard,11423476,10,92536
zard,11210425,1,131384
zard,11142654,1,122527
zard,11057786,1,70254
zard,11025365,1,129406
zard,10841985,1,107782
zard,10831543,1,134877
zard,10790177,10,109957
zard,10768543,1,107374
zard,10751036,1,62285
zard,10734154,10,43208
zard,10686365,1,143245
zard,10663514,5,130786
zard,10650323,10,114265
zard,10622251,1,17524
zard,10620431,1,100072
zard,10620402,1,100647
zard,10620335,1,127496
zard,10596091,1,78726
zard,10596090,1,117790
zard,10596065,10,69316
zard,10586796,1,31267
zard,10577055,10,47385
zard,10494025,10,79602
zard,10494013,1,39622
zard,10494012,1,31801
zard,10485329,1,94829
zard,10462884,1,31199
zard,10449714,1,129049
zard,10424376,5,85660
zard,10403156,10,117262
zard,10399647,1,117281
zard,10396476,10,138576
zard,10393025,1,10331
zard,10393011,1,98485
zard,10393007,1,79826
zard,10387638,1,51943
zard,10387612,1,66283
zard,10384143,1,125484
zard,10323577,1,92067
zard,10304795,10,141418
zard,10298459,1,130956
zard,10289059,1,129050
zard,10284246,10,121117
zard,10261115,10,130012
zard,10234160,10,38617
zard,10232735,10,104467
zard,10231519,10,115622
zard,10186423,1,130342
zard,10115011,10,50681
zard,10090596,10,132665
zard,10084752,1,138963
zard,10053403,10,103535
zard,10041597,1,39637
zard,9978555,1,114277
zard,9978550,1,112041
zard,9978547,1,80465
zard,9977762,9,49483
zard,9969797,1,92533
zard,9965293,1,38901
zard,9936413,1,120123
zard,9930253,10,137347
zard,9930234,1,133253
zard,9890254,1,115433
zard,9871349,1,98438
zard,9865340,10,114593
zard,9851754,10,11678
zard,9851751,10,57897
zard,9846108,1,126841
zard,9835118,10,86505
zard,9828901,10,38091
zard,9824634,1,108225
zard,9814022,1,123277
zard,9813619,1,24280
zard,9796471,5,93008
zard,9795450,1,127858
zard,9749937,10,100303
zard,9748889,1,92069
zard,9747104,1,52515
zard,9738018,10,35939
zard,9729575,10,125833
zard,9724025,10,113165
zard,9724018,10,118395
zard,9706889,1,60484
zard,9706617,10,91566
zard,9703439,1,109911
zard,9699619,1,123596
zard,9687474,1,119966
zard,9652533,10,122009
zard,9652094,10,94170
zard,9652088,10,79312
zard,9642848,10,52234
zard,9635459,1,65669
zard,9635451,1,76794
zard,9635443,10,45475
zard,9629488,1,112268
zard,9628278,1,74027
zard,9619955,10,36484
zard,9613801,10,53148
zard,9613796,10,76626
zard,9607014,1,109984
zard,9602609,1,118974
zard,9602596,1,107961
zard,9602564,1,106547
zard,9579295,1,120102
zard,9575274,1,93793
zard,9552984,10,85702
zard,9543983,10,18610
zard,9535765,1,102279
zard,9535627,1,69990
zard,9523418,1,43568
zard,9523414,1,82080
zard,9523404,1,69040
zard,9521663,1,117774
zard,9511503,1,92011
zard,9509654,10,87232
zard,9509620,10,113353
zard,9508732,10,68204
zard,9491662,1,102875
zard,9491614,10,42867
zard,9487077,1,10048
zard,9482812,10,36343
zard,9477027,5,89361
zard,9472576,1,39640
zard,9451451,1,98430
zard,9431500,10,76691
zard,9413948,1,107928
zard,9405939,1,45290
zard,9396221,1,100828
zard,9392180,5,93752
zard,9380221,10,64129
zard,9337921,1,115534
zard,9312088,1,116532
zard,9293077,10,67090
zard,9291533,7,90901
zard,9287250,7,99794
zard,9286371,1,62249
zard,9280490,9,103709
zard,9280489,3,88258
zard,9210816,10,91955
zard,9125761,1,37354
zard,9125374,1,83214
zard,9018196,10,39576
zard,9017697,1,71761
zard,8990163,1,93756
zard,8976744,1,69855
zard,8962562,10,99752
zard,8955164,1,78673
zard,8953154,10,44111
zard,8930174,1,100801
zard,8868512,1,50724
zard,8868509,1,98146
zard,8868497,1,83084
zard,8773327,1,51689
zard,8741570,10,76355
zard,8700147,1,118652
zard,8689431,10,40033
zard,8598997,10,49479
zard,8584934,1,74449
zard,8580671,1,96959
zard,8575736,1,98417
zard,8499264,1,47370
zard,8466963,2,92575
zard,8432418,1,70007
zard,8422337,1,39614
zard,8030234,1,88237
zard,8030075,1,99632
zard,8030072,1,88270
zard,8021875,5,93728
zard,7981571,1,103704
zard,7692014,10,34532
zard,7691978,10,38689
zard,7691098,10,37974
zard,7691092,10,27624
zard,7691069,10,38699
zard,7648937,1,62894
zard,7563759,10,38464
zard,7471315,10,89606
zard,7470803,1,85640
zard,7439719,10,94775
zard,7269150,9,40031
zard,7069805,9,72058
zard,7033892,1,89615
zard,7033885,1,53149
zard,7028057,10,52013
zard,7028054,10,51282
zard,6805077,1,89873
zard,6643268,10,88669
zard,6638495,10,62233
zard,6624475,1,72560
zard,6459030,10,25580
zard,6455038,1,66158
zard,6455034,10,24668
zard,6455026,1,75395
zard,6381820,10,29548
zard,6238958,10,88426
zard,6203193,10,34226
zard,6203116,10,38449
zard,6197645,1,54411
zard,6124200,10,55405
zard,6123564,1,68435
zard,6102992,10,74315
zard,6033662,10,87571
zard,5987335,9,68695
zard,5968789,10,69986
zard,5940962,1,71628
zard,5819675,10,36931
zard,5408124,6,68498
zard,5375960,10,31159
zard,5365103,10,37245
zard,5216669,10,28796
zard,5162181,10,13314
zard,4909820,10,55036
zard,4830025,1,52074
zard,4650546,10,69951
zard,4650540,7,22061
zard,4650532,10,11361
zard,4593370,1,72960
zard,4420041,10,68555
zard,4250048,10,25917
zard,4250009,8,53037
zard,4062959,10,65435
zard,3161773,10,63513
hane,15772011,10,163788
hane,9268098,10,99714
lse0,15772010,10,174065
scw6,15772009,10,47701
scw6,11713912,10,142822
scw6,9882760,10,124041
scw6,9857503,1,102431
scw6,9360049,10,45290
scw6,8711974,10,93028
mac2,15772008,8,161967
h471,15772007,10,161967
h471,15664168,2,174065
taix,15772006,10,161967
taix,15438859,10,163608
taix,14810610,10,167638
taix,14715265,10,167105
taix,14607051,6,132996
taix,14557246,10,140652
taix,14555316,10,169015
taix,14201590,10,154285
taix,14066087,10,136315
taix,13852680,10,141206
taix,13815561,10,155665
taix,13815559,10,85579
taix,13815555,10,158180
taix,13815553,10,153651
taix,13815549,10,165748
taix,13815548,10,158112
taix,11877440,10,140695
taix,11816350,10,44913
taix,11732276,10,137952
taix,11722636,10,141104
taix,11612334,10,126032
jhl5,15772005,4,161967
jhl5,12012688,10,152266
jhl5,11775177,2,137952
jhl5,10737401,1,143282
jhl5,10528724,10,129333
jhl5,9558981,8,10173
jhl5,9100167,1,93756
jhl5,8130502,1,99723
jhl5,4454746,8,68945
jhl5,4285143,6,62266
bj69,15772004,10,161967
kktw,15772003,7,159830
kktw,15757960,7,174659
kktw,15750308,7,66464
kktw,15236286,7,57412
kktw,15163797,7,155263
kktw,15163771,7,154449
kktw,13706483,6,29042
kktw,13622599,7,155716
kktw,13564801,7,10093
kktw,13535312,7,41672
kktw,13526125,8,62266
kktw,13526097,7,89755
kktw,13497443,7,36843
kktw,13477242,7,61450
kktw,13465222,7,36950
kktw,13453043,7,19403
kktw,13449134,6,38091
kktw,13449107,7,63156
kktw,13445789,8,31795
kktw,13438156,8,31796
kktw,13414304,7,31794
jjk7,15772002,10,161967
jjk7,13874570,10,154449
jjk7,13851990,2,141206
jjk7,13691740,10,158180
mh31,15772001,10,161967
mony,15772000,4,106360
mony,15694008,9,117787
mony,15693799,2,72270
mony,15520633,6,68587
mony,15518581,4,157297
mony,15511562,3,154272
mony,15506254,4,161984
mony,15492542,5,167099
mony,14867505,6,75237
mony,14867497,7,153687
mony,14847877,7,156083
mony,14847825,5,66617
mony,14831627,7,19074
mony,14831592,5,84218
mony,14821656,10,47370
mony,14792103,4,162981
mony,14788680,4,49336
mony,14780322,6,38546
mony,14382440,8,149236
mony,14259624,10,122120
mony,14253177,2,137326
mony,13995366,10,47986
mony,13977289,1,13582
mony,13965212,1,159037
mony,13957725,4,103704
mony,13934891,9,19302
mony,13920172,9,19303
mony,6715313,1,76972
mony,6713670,10,31940
mony,6413733,1,83410
mony,6019752,10,58333
hosu,15771998,10,94170
hosu,15768668,7,180399
hosu,15743976,10,116254
hosu,15738419,1,177371
hosu,15738416,1,161967
hosu,15731243,8,100987
hosu,15731192,4,181414
hosu,15731189,7,180425
hosu,15718240,1,174530
hosu,15717947,1,179506
hosu,15717943,1,180169
hosu,15707377,1,177483
hosu,15707376,1,183132
hosu,15642147,1,174065
hosu,15626802,10,16428
hosu,15611984,1,175366
hosu,15533398,1,171785
hosu,15533397,1,173667
hosu,15533396,1,159845
hosu,15483561,1,182348
hosu,15483560,1,174050
hosu,15463186,1,180381
hosu,15463185,1,152624
hosu,15463164,9,66200
hosu,15458665,10,71772
hosu,15458636,8,39345
hosu,15448170,7,124263
hosu,15448107,8,134885
hosu,15442668,8,137970
hosu,15430309,1,161984
hosu,15430308,1,153580
hosu,15430302,1,163608
hosu,15370801,1,132623
hosu,15346082,9,10251
hosu,15346071,10,154313
hosu,15346066,10,168501
hosu,15332139,1,159070
hosu,15332136,1,182360
hosu,15327002,10,132333
hosu,15274983,10,181711
hosu,15271027,1,169078
hosu,15271025,1,177374
hosu,15258412,1,164173
hosu,15159169,1,167651
hosu,15101551,1,167699
hosu,15101550,1,164172
hosu,15077343,9,101999
hosu,15055982,1,166092
hosu,14996984,1,164101
hosu,14994124,1,157297
hosu,14973753,10,18865
hosu,14968811,1,163058
hosu,14968794,5,172768
hosu,14946388,1,171755
hosu,14941651,7,146517
hosu,14941445,1,156496
hosu,14933064,1,152182
hosu,14933060,8,39614
hosu,14933059,1,170879
hosu,14928166,4,39894
hosu,14928154,6,10130
hosu,14928147,6,42795
hosu,14920275,1,164192
hosu,14910336,7,168059
hosu,14910318,6,152656
hosu,14910317,7,149757
hosu,14908912,1,164102
hosu,14908909,1,164116
hosu,14908907,1,174835
hosu,14868190,1,166610
hosu,14868186,1,137917
hosu,14868180,1,176354
hosu,14862964,1,164147
hosu,14862962,10,179139
